"1412744967126"	"01 33 44 55 66 01 "	"-70"
"1412744967223"	"01 33 44 55 66 01 "	"-71"
"1412744967331"	"01 33 44 55 66 01 "	"-72"
"1412744967433"	"01 33 44 55 66 01 "	"-71"
"1412744967534"	"01 33 44 55 66 01 "	"-70"
"1412744967638"	"01 33 44 55 66 01 "	"-72"
"1412744967743"	"01 33 44 55 66 01 "	"-72"
"1412744967854"	"01 33 44 55 66 01 "	"-87"
"1412744967957"	"01 33 44 55 66 01 "	"-86"
"1412744968060"	"01 33 44 55 66 01 "	"-82"
"1412744968162"	"01 33 44 55 66 01 "	"-80"
"1412744968266"	"01 33 44 55 66 01 "	"-80"
"1412744968375"	"01 33 44 55 66 01 "	"-70"
"1412744968477"	"01 33 44 55 66 01 "	"-69"
"1412744968582"	"01 33 44 55 66 01 "	"-78"
"1412744968688"	"01 33 44 55 66 01 "	"-75"
"1412744968749"	"01 33 44 55 66 01 "	"-77"
"1412744968854"	"01 33 44 55 66 01 "	"-83"
"1412744968962"	"01 33 44 55 66 01 "	"-76"
"1412744969065"	"01 33 44 55 66 01 "	"-75"
"1412744969171"	"01 33 44 55 66 01 "	"-74"
"1412744969282"	"01 33 44 55 66 01 "	"-80"
"1412744969385"	"01 33 44 55 66 01 "	"-75"
"1412744969490"	"01 33 44 55 66 01 "	"-77"
"1412744969596"	"01 33 44 55 66 01 "	"-76"
"1412744969700"	"01 33 44 55 66 01 "	"-77"
"1412744969914"	"01 33 44 55 66 01 "	"-83"
"1412744970025"	"01 33 44 55 66 01 "	"-82"
"1412744970223"	"01 33 44 55 66 01 "	"-78"
"1412744970324"	"01 33 44 55 66 01 "	"-86"
"1412744970428"	"01 33 44 55 66 01 "	"-79"
"1412744970534"	"01 33 44 55 66 01 "	"-92"
"1412744970661"	"01 33 44 55 66 01 "	"-82"
"1412744970752"	"01 33 44 55 66 01 "	"-88"
"1412744970851"	"01 33 44 55 66 01 "	"-89"
"1412744970956"	"01 33 44 55 66 01 "	"-85"
"1412744971082"	"01 33 44 55 66 01 "	"-76"
"1412744971165"	"01 33 44 55 66 01 "	"-79"
"1412744971277"	"01 33 44 55 66 01 "	"-76"
"1412744971382"	"01 33 44 55 66 01 "	"-78"
"1412744971489"	"01 33 44 55 66 01 "	"-77"
"1412744971596"	"01 33 44 55 66 01 "	"-88"
"1412744971689"	"01 33 44 55 66 01 "	"-80"
"1412744971795"	"01 33 44 55 66 01 "	"-90"
"1412744971925"	"01 33 44 55 66 01 "	"-83"
"1412744972010"	"01 33 44 55 66 01 "	"-79"
"1412744972116"	"01 33 44 55 66 01 "	"-76"
"1412744972228"	"01 33 44 55 66 01 "	"-75"
"1412744972331"	"01 33 44 55 66 01 "	"-76"
"1412744972436"	"01 33 44 55 66 01 "	"-76"
"1412744972543"	"01 33 44 55 66 01 "	"-74"
"1412744972654"	"01 33 44 55 66 01 "	"-74"
"1412744972758"	"01 33 44 55 66 01 "	"-76"
"1412744972854"	"01 33 44 55 66 01 "	"-77"
"1412744972962"	"01 33 44 55 66 01 "	"-76"
"1412744973071"	"01 33 44 55 66 01 "	"-76"
"1412744973171"	"01 33 44 55 66 01 "	"-76"
"1412744973275"	"01 33 44 55 66 01 "	"-77"
"1412744973378"	"01 33 44 55 66 01 "	"-77"
"1412744973480"	"01 33 44 55 66 01 "	"-77"
"1412744973582"	"01 33 44 55 66 01 "	"-76"
"1412744973788"	"01 33 44 55 66 01 "	"-78"
"1412744973894"	"01 33 44 55 66 01 "	"-76"
"1412744973998"	"01 33 44 55 66 01 "	"-76"
"1412744974103"	"01 33 44 55 66 01 "	"-77"
"1412744974206"	"01 33 44 55 66 01 "	"-77"
"1412744974312"	"01 33 44 55 66 01 "	"-76"
"1412744974422"	"01 33 44 55 66 01 "	"-73"
"1412744974527"	"01 33 44 55 66 01 "	"-73"
"1412744974834"	"01 33 44 55 66 01 "	"-76"
"1412744974943"	"01 33 44 55 66 01 "	"-76"
"1412744975049"	"01 33 44 55 66 01 "	"-77"
"1412744975155"	"01 33 44 55 66 01 "	"-79"
