"1412741746530"	"01 33 44 55 66 01 "	"-77"
"1412741746620"	"01 33 44 55 66 01 "	"-72"
"1412741746722"	"01 33 44 55 66 01 "	"-70"
"1412741746825"	"01 33 44 55 66 01 "	"-70"
"1412741746933"	"01 33 44 55 66 01 "	"-76"
"1412741747037"	"01 33 44 55 66 01 "	"-71"
"1412741747243"	"01 33 44 55 66 01 "	"-76"
"1412741747347"	"01 33 44 55 66 01 "	"-74"
"1412741747450"	"01 33 44 55 66 01 "	"-76"
"1412741747660"	"01 33 44 55 66 01 "	"-68"
"1412741747767"	"01 33 44 55 66 01 "	"-66"
"1412741747869"	"01 33 44 55 66 01 "	"-68"
"1412741747975"	"01 33 44 55 66 01 "	"-69"
"1412741748084"	"01 33 44 55 66 01 "	"-71"
"1412741748188"	"01 33 44 55 66 01 "	"-69"
"1412741748293"	"01 33 44 55 66 01 "	"-68"
"1412741748400"	"01 33 44 55 66 01 "	"-64"
"1412741748507"	"01 33 44 55 66 01 "	"-65"
"1412741748610"	"01 33 44 55 66 01 "	"-63"
"1412741748920"	"01 33 44 55 66 01 "	"-64"
"1412741749024"	"01 33 44 55 66 01 "	"-63"
"1412741749128"	"01 33 44 55 66 01 "	"-64"
"1412741749336"	"01 33 44 55 66 01 "	"-68"
"1412741749458"	"01 33 44 55 66 01 "	"-63"
"1412741749564"	"01 33 44 55 66 01 "	"-60"
"1412741749646"	"01 33 44 55 66 01 "	"-61"
"1412741749879"	"01 33 44 55 66 01 "	"-58"
"1412741749956"	"01 33 44 55 66 01 "	"-56"
"1412741750065"	"01 33 44 55 66 01 "	"-59"
"1412741750168"	"01 33 44 55 66 01 "	"-62"
"1412741750278"	"01 33 44 55 66 01 "	"-61"
"1412741750382"	"01 33 44 55 66 01 "	"-60"
"1412741750513"	"01 33 44 55 66 01 "	"-56"
"1412741750587"	"01 33 44 55 66 01 "	"-60"
"1412741750689"	"01 33 44 55 66 01 "	"-62"
"1412741750798"	"01 33 44 55 66 01 "	"-58"
"1412741750899"	"01 33 44 55 66 01 "	"-61"
"1412741751001"	"01 33 44 55 66 01 "	"-65"
"1412741751217"	"01 33 44 55 66 01 "	"-74"
"1412741751321"	"01 33 44 55 66 01 "	"-70"
"1412741751540"	"01 33 44 55 66 01 "	"-75"
"1412741751642"	"01 33 44 55 66 01 "	"-73"
"1412741751856"	"01 33 44 55 66 01 "	"-70"
"1412741751960"	"01 33 44 55 66 01 "	"-71"
"1412741752061"	"01 33 44 55 66 01 "	"-70"
"1412741752163"	"01 33 44 55 66 01 "	"-73"
"1412741752270"	"01 33 44 55 66 01 "	"-69"
"1412741752375"	"01 33 44 55 66 01 "	"-64"
"1412741752500"	"01 33 44 55 66 01 "	"-71"
"1412741752584"	"01 33 44 55 66 01 "	"-70"
"1412741752804"	"01 33 44 55 66 01 "	"-74"
"1412741752909"	"01 33 44 55 66 01 "	"-73"
"1412741753011"	"01 33 44 55 66 01 "	"-75"
"1412741753328"	"01 33 44 55 66 01 "	"-72"
"1412741753432"	"01 33 44 55 66 01 "	"-84"
"1412741753551"	"01 33 44 55 66 01 "	"-71"
"1412741753642"	"01 33 44 55 66 01 "	"-89"
"1412741753752"	"01 33 44 55 66 01 "	"-67"
"1412741753859"	"01 33 44 55 66 01 "	"-76"
"1412741754068"	"01 33 44 55 66 01 "	"-76"
"1412741754175"	"01 33 44 55 66 01 "	"-74"
"1412741754278"	"01 33 44 55 66 01 "	"-75"
"1412741754487"	"01 33 44 55 66 01 "	"-78"
"1412741754603"	"01 33 44 55 66 01 "	"-79"
"1412741754708"	"01 33 44 55 66 01 "	"-89"
"1412741754811"	"01 33 44 55 66 01 "	"-88"
"1412741754911"	"01 33 44 55 66 01 "	"-86"
"1412741755017"	"01 33 44 55 66 01 "	"-86"
"1412741755117"	"01 33 44 55 66 01 "	"-75"
"1412741755226"	"01 33 44 55 66 01 "	"-74"
"1412741755333"	"01 33 44 55 66 01 "	"-75"
"1412741755439"	"01 33 44 55 66 01 "	"-75"
"1412741755546"	"01 33 44 55 66 01 "	"-81"
"1412741755654"	"01 33 44 55 66 01 "	"-80"
"1412741755759"	"01 33 44 55 66 01 "	"-80"
"1412741755864"	"01 33 44 55 66 01 "	"-86"
"1412741755966"	"01 33 44 55 66 01 "	"-87"
"1412741756070"	"01 33 44 55 66 01 "	"-86"
"1412741756173"	"01 33 44 55 66 01 "	"-87"
"1412741756283"	"01 33 44 55 66 01 "	"-73"
"1412741756388"	"01 33 44 55 66 01 "	"-77"
"1412741756497"	"01 33 44 55 66 01 "	"-78"
"1412741756604"	"01 33 44 55 66 01 "	"-74"
"1412741756707"	"01 33 44 55 66 01 "	"-74"
"1412741756752"	"01 33 44 55 66 01 "	"-78"
"1412741756854"	"01 33 44 55 66 01 "	"-78"
"1412741756960"	"01 33 44 55 66 01 "	"-77"
"1412741757064"	"01 33 44 55 66 01 "	"-79"
"1412741757167"	"01 33 44 55 66 01 "	"-79"
"1412741757277"	"01 33 44 55 66 01 "	"-79"
"1412741757379"	"01 33 44 55 66 01 "	"-76"
"1412741757482"	"01 33 44 55 66 01 "	"-76"
"1412741757585"	"01 33 44 55 66 01 "	"-77"
"1412741757694"	"01 33 44 55 66 01 "	"-75"
